"rank","eff","conf","color"
83,380,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR","#006400"
84,416.78,"Supermicro Cluster, QC Opteron 2.1 GHz, ATI Radeon GPU, Infiniband","#483D8B"
85,1592.48,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","#FF7F50"
86,1726.32,"Cray XE6 12-core 2.2 GHz","#FF7F50"
87,3168,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090","#006400"
88,358.4,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#FF7F50"
89,1549,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation","#B8860B"
90,1275,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition","#FF8C00"
91,129.4,"Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler","#FF7F50"
92,388.8,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#FF7F50"
93,388.8,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#FF7F50"
94,1030,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband","#00FFFF"
95,708.2,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom Interconnect","#2F4F4F"
98,365.5,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050","#2F4F4F"
99,556.3,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","#483D8B"
103,226.8,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","#FF7F50"
104,1064,"SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband","#006400"
109,540.4,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR","#FF7F50"
110,467,"Saxonid 6100, Opteron 6272 16C 2.100GHz, Infiniband QDR","#9400D3"
117,132,"SGI Rackable C1104G-RP5, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi","#006400"
119,289,"NUDT YH MPP, Xeon X56xx (Westmere-EP) 2.93 GHz, Proprietary","#008B8B"
120,462.3,"Power 775, POWER7 8C 3.84 GHz, Custom","#6495ED"
121,462.3,"Power 775, POWER7 8C 3.84 GHz, Custom","#6495ED"
123,243.69,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#6495ED"
124,831,"BX900 Xeon X5570 2.93GHz , Infiniband QDR","#DC143C"
125,285.38,"x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
126,504,"Blue Gene/P Solution","#6495ED"
128,205.72,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#696969"
129,252,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband","#006400"
131,975,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00008B"
134,227,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00CED1"
135,203.52,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
136,203.52,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
137,260,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#B8860B"
139,82.19,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#6495ED"
140,82.19,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#6495ED"
141,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#6495ED"
142,82.19,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","#6495ED"
143,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#6495ED"
144,82.19,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#6495ED"
145,82.19,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#6495ED"
146,390.07,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#6495ED"
149,510,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband","#6495ED"
153,489.75,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","#6495ED"
154,719,"SGI Altix ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband","#006400"
156,774,"SGI Altix ICR 8200 Enh. LX, Xeon X5560 2.8Ghz","#006400"
157,342.3,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect","#FF7F50"
158,170.16,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
162,430,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR","#00CED1"
168,159.53,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
170,147.46,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi","#E9967A"
172,160,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070","#6495ED"
177,182,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#B8860B"
178,182,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#B8860B"
179,337,"iDataPlex DX360M3, Xeon 2.66, Infiniband","#6495ED"
180,210.35,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#FF7F50"
185,861,"SGI Altix ICE 8200, Xeon quad core 3.0 GHz","#006400"
186,786,"Cluster Platform 3000 BL460c, Xeon X5365 4C 3.000GHz, Infiniband DDR","#006400"
187,252.7,"Supermicro H8QG6, Opteron 6238 12C 2.600GHz, Infiniband QDR","#228B22"
188,1139,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband","#FF7F50"
189,707.25,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
192,139.59,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
198,148.19,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
204,288.94,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#6495ED"
205,276,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband","#6495ED"
208,677.4,"Cray XE6 12-core 2.1 GHz","#FF7F50"
209,502.58,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","#6495ED"
210,502.58,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","#6495ED"
211,502.58,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","#6495ED"
212,690.43,"xSeries x3650M3, Xeon X56xx 2.66 GHz, GigE","#6495ED"
214,127.2,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
216,698.1,"BladeCenter HS22 Cluster (WM), Xeon L5639 6C 2.130GHz, Infiniband","#6495ED"
219,354.6,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","#483D8B"
220,648.28,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
221,126.27,"SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050","#B22222"
225,315,"Blue Gene/P Solution","#6495ED"
229,299.6,"PRIMERGY RX300 S7, Xeon E5-2690 8C 2.900GHz, Infiniband QDR","#DC143C"
232,1329,"Power 575, p6 4.7 GHz, Infiniband","#6495ED"
233,1329,"Power 575, p6 4.7 GHz, Infiniband","#6495ED"
234,1288,"Power 575, p6 4.7 GHz, Infiniband","#6495ED"
239,488.71,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#6495ED"
240,128.75,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband QDR, NVIDIA 2070","#6495ED"
243,626.08,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","#6495ED"
244,626.08,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","#6495ED"
245,612.61,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
246,612.61,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
250,200,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#00008B"
251,1020,"Fujitsu FX1, Quadcore  SPARC64 VII  2.52 GHz, Infiniband DDR","#DC143C"
253,45.11,"Appro GreenBlade GB824M, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#FF7F50"
254,405.13,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
255,405.13,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
256,405.13,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
257,405.13,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
258,405.13,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
259,405.13,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
260,405.13,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
266,475,"SGI Altix ICE 8200 Enhanced LX, Xeon Nehalem quad core 2.8 GHz","#006400"
270,477,"BULL Novascale R422-E2","#B8860B"
271,583.49,"xSeries x3550M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
277,72.8,"Chundoong Cluster, Xeon E5-2650 8C 2.000GHz, Infiniband QDR, AMD Radeon HD 7970","#808080"
279,442,"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz","#006400"
281,402.41,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.660GHz, Infiniband","#6495ED"
282,402.41,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.660GHz, Infiniband","#6495ED"
283,316.5,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","#6495ED"
286,534.06,"iDataPlex DX360M3, Xeon E5649 6C 2.53 GHz, Gigabit Ethernet","#6495ED"
290,81.5,"Bullx B505, Xeon E5649 6C 2.53GHz, Infiniband QDR, NVIDIA 2090","#B8860B"
297,334.06,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","#6495ED"
298,375.56,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#6495ED"
299,831,"Hitachi opteron QC 2.3 GHz Myrinet 10G","#483D8B"
302,745,"Appro GreenBlade Cluster, Xeon X5660 6C 2.80 GHz, Infiniband QDR, NVIDIA 2050","#FF7F50"
304,454.21,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.53 GHz, Gigabit Ethernet","#6495ED"
307,1095,"Power 575, p6 4.7 GHz, Infiniband","#6495ED"
308,526.1,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#6495ED"
309,526.1,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#6495ED"
314,522.34,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
315,522.34,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
316,522.34,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
317,522.34,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
319,546.26,"xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","#6495ED"
323,467.02,"BladeCenter HX5, Xeon E7-2860 10C 2.260GHz, Gigabit Ethernet","#6495ED"
328,252,"Blue Gene/P Solution","#6495ED"
331,228.22,"xSeries iDataPlex, Xeon E5645 6C 2.400GHz, Infiniband","#6495ED"
333,480.58,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
334,480.58,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
335,480.58,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
336,480.58,"iDataPlex DX360M3, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
337,108.15,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
338,108.15,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
340,129,"SGI ICE X, Xeon E5-2690 8C 2.900GHz, Infiniband FDR","#006400"
341,339.87,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#6495ED"
342,500.5,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
343,500.5,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
345,302.81,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband","#6495ED"
347,260.62,"BladeCenter HS22 Cluster (WM), Xeon X5650 6C 2.660GHz, Infiniband QDR","#6495ED"
349,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
350,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
351,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
352,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
353,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
354,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
355,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
356,496.5,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
358,716.5,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
359,716.5,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
360,158.1,"Dell R620/R720, Xeon E5-2650 8C 2.000GHz, Infiniband QDR, NVIDIA 2070","#00008B"
361,492.13,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
362,448,"eServer Blue Gene Solution","#6495ED"
364,97.71,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
365,360,"Appro Xtreme-X3 Opteron 2.4GHz, Infiniband QDR","#FF7F50"
373,136,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#FF7F50"
374,110,"Hybrid Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2070","#2F4F4F"
376,212.62,"iDataPlex DX360M3, Xeon X5660 6C 2.80 GHz, Infiniband QDR","#6495ED"
379,480.48,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
380,404.02,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
382,497.76,"BladeCenter HS22 Cluster, Xeon E5540 4C 2.53 GHz, Gigabit Ethernet","#6495ED"
383,240.41,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband","#6495ED"
384,240.41,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband","#6495ED"
389,100.49,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
392,108.8,"Bullx S6010 Cluster,  Xeon 2.26 Ghz 8-core, QDR Infiniband","#B8860B"
393,335.48,"BladeCenter HS22 Cluster, Xeon QC X55xx 2.66 GHz, Infiniband","#6495ED"
394,490.18,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#6495ED"
399,41.09,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#6495ED"
400,41.09,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#6495ED"
401,41.09,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#6495ED"
402,127.2,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#FF7F50"
406,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
407,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
408,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
409,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
410,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
411,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
412,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
413,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
414,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
415,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
416,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
417,99.14,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090","#6495ED"
418,91.72,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
430,700,"Appro Xtreme-X3 Opteron 2.0GHz, Infiniband DDR","#FF7F50"
437,403,"eServer Blue Gene Solution","#6495ED"
438,441.53,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#6495ED"
439,129.6,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#FF7F50"
440,380.23,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#6495ED"
441,380.23,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#6495ED"
442,380.23,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#6495ED"
443,380.23,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#6495ED"
444,180,"Raackable Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#006400"
445,376.75,"iDataPlex DX360M3, Xeon X5650 6C 2.660GHz, Gigabit Ethernet","#6495ED"
446,486,"BladeCenter HS22 Cluster, Xeon QC GT 2.93 GHz, GigEthernet","#6495ED"
