"rank","eff","conf","color"
32,3980,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom","#6495ED"
33,493.12,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
34,2910,"Cray XE6, Opteron 6172 12C 2.10GHz, Custom","#6495ED"
35,4590,"Bull bullx super-node S6010/S6030","#A9A9A9"
36,1176.8,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","#00FFFF"
37,19431.3,"HA8000-tc HT210/PRIMERGY CX400 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, NVIDIA K20/K20x, Xeon Phi 5110P","#FF8C00"
38,1605.12,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
39,510,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#006400"
40,855.1,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#006400"
41,1015.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
42,2800,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","#9932CC"
43,410.9,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
45,707,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR","#006400"
46,1074,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR","#8B0000"
47,924.16,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR","#6495ED"
48,1155.07,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050","#FF7F50"
49,684.5,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#006400"
50,387.2,"Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","#E9967A"
51,365.8,"Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","#6495ED"
52,789.66,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
53,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
54,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
55,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
56,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
57,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
58,269.94,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","#BDB76B"
60,1386.91,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
61,1386.91,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
62,458.12,"Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20","#6495ED"
63,720,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
64,972,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","#6495ED"
65,370,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 7120P","#00008B"
67,2410.2,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#006400"
68,246.56,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
69,246.56,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
70,179.15,"Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000","#8FBC8F"
71,237,"Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m","#006400"
72,1363.2,"HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#006400"
73,3780,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet","#006400"
74,540,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","#483D8B"
75,2001.6,"Cluster Platform SL230s Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#006400"
76,609.41,"Amazon EC2 Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, 10G Ethernet","#2F4F4F"
77,2496,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","#006400"
78,1040.18,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
79,391,"Bullx DLC B710 Blades, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#A9A9A9"
81,4032,"Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090","#006400"
82,2419.2,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#006400"
83,498.53,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14","#DC143C"
84,505.5,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#008B8B"
85,544,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR","#DC143C"
86,544,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR","#DC143C"
87,4343.73,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","#2F4F4F"
88,5674.8,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
89,407.29,"Xtream-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","#6495ED"
90,740,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect ","#6495ED"
91,3244.8,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet, NVIDIA 2075","#006400"
92,215.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P","#DC143C"
93,3628.8,"SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#006400"
94,519,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR","#006400"
95,2580,"SGI ICE X, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR","#006400"
96,1056,"HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#006400"
97,866.82,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
98,537,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
99,429.1,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#006400"
100,209.95,"R2208GZ Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#00CED1"
101,165.3,"Cray XC30, Intel Xeon E5-2670v2  10C 2.500GHz, Aries interconnect , Intel Xeon Phi 5120D","#6495ED"
102,222.7,"RSC Tornado, Xeon E5-2690 8C 2.900GHz, Infiniband FDR, Intel Xeon Phi SE10X","#9400D3"
103,1609.2,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet","#006400"
104,1917.6,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#006400"
105,2942.1,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
106,579.48,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.6GHz, 10G Ethernet","#006400"
107,164.38,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
108,164.38,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","#DC143C"
109,164.38,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
110,164.38,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","#DC143C"
111,4713.6,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
112,347.27,"iDataPlex DX360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR14","#DC143C"
113,4681.2,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
114,400.68,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
115,421.2,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
116,448,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
117,500,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#A9A9A9"
118,369.9,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","#006400"
119,1382.4,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
120,421.2,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
121,356.82,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","#008B8B"
122,386.56,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","#006400"
123,453.6,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
124,414.8,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR","#DC143C"
125,373.97,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
126,373.97,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
127,4323.6,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
128,2456.4,"SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR","#006400"
130,1267.2,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090","#006400"
131,349.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
132,446.4,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#A9A9A9"
134,2759.4,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","#006400"
135,1399.5,"Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","#006400"
136,1711.6,"Cray XE6 12-core 2.1 GHz","#6495ED"
137,1711.6,"Cray XE6 12-core 2.1 GHz","#6495ED"
138,780,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect","#6495ED"
139,2445.3,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
140,2432.7,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
141,1206,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#006400"
142,347.26,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
143,2364.3,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
144,416.78,"SuperServer 2022TG-GIBQRF, Opteron 6172 12C 2.1GHz, Infiniband QDR, ATI HD 5870","#FF1493"
145,2227.2,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#006400"
146,1592.48,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","#6495ED"
147,1344,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","#006400"
148,1344,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet","#006400"
151,1726.32,"Cray XE6 12-core 2.2 GHz","#6495ED"
152,3168,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090","#006400"
153,2944.8,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","#006400"
154,2250,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
155,1401.6,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#006400"
156,294,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X","#00CED1"
157,2218.5,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
158,358.4,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
164,93,"Cray 3623G4-SM Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband QDR, NVIDIA K20x","#6495ED"
166,1549,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation","#A9A9A9"
167,1275,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition","#2F4F4F"
168,312,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#00FFFF"
169,129.4,"Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler","#6495ED"
170,319,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
172,388.8,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
173,388.8,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
179,1030,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband","#008B8B"
183,192,"Bullx DLC B710 Blades, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#A9A9A9"
184,81.41,"Bull R421-E3 Cluster, Intel Xeon E5-2650v2 8C 2.600GHz, Infiniband FDR, NVIDIA K20x","#A9A9A9"
185,101.93,"Cray CS300-LC, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 5110P","#6495ED"
186,708.2,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom Interconnect","#696969"
190,365.5,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050","#1E90FF"
193,236.8,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","#006400"
195,556.3,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","#696969"
202,226.8,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","#6495ED"
203,465.4,"Fujitsu PRIMERGY CX250 &amp; RX300, Xeon E5-2690 8C 2.900GHz, Infiniband FDR/QDR","#00FFFF"
204,1064,"SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband","#006400"
212,540.4,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR","#6495ED"
213,251.26,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
216,249.26,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
219,467,"Saxonid 6100, Opteron 6272 16C 2.100GHz, Infiniband QDR","#B22222"
223,239.6,"IBM NeXtScale nx360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR","#DC143C"
224,245,"Bullx DLC B710 Blades, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","#A9A9A9"
229,294.53,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
230,294.53,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
233,255.2,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
234,132,"SGI Rackable C1104G-RP5, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi","#006400"
235,251.2,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
236,462.3,"Power 775, POWER7 8C 3.84 GHz, Custom","#DC143C"
237,462.3,"Power 775, POWER7 8C 3.84 GHz, Custom","#DC143C"
238,289,"NUDT YH MPP, Xeon X56xx (Westmere-EP) 2.93 GHz, Proprietary","#FF7F50"
242,205,"MEGWARE MiriQuid, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR","#1E90FF"
250,217.2,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P","#228B22"
254,223.06,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
255,223.06,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
256,201.83,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","#DC143C"
257,201.83,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","#DC143C"
258,201.83,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","#DC143C"
259,201.83,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","#DC143C"
265,243.69,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#DC143C"
266,169,"NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR","#FF00FF"
267,831,"BX900 Xeon X5570 2.93GHz , Infiniband QDR","#00FFFF"
268,285.38,"x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
270,504,"Blue Gene/P Solution","#DC143C"
272,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
273,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
274,82.19,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","#DC143C"
275,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
276,82.19,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
281,205.72,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#BDB76B"
282,252,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband","#006400"
289,975,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00008B"
293,254.9,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#008B8B"
294,254.9,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#008B8B"
295,254.9,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#008B8B"
296,254.9,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#008B8B"
297,254.9,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#008B8B"
299,390.07,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
300,227,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#1E90FF"
301,203.52,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
302,203.52,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
307,177.84,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#DC143C"
310,66.25,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR, NVIDIA K20x","#DC143C"
311,66.25,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR, NVIDIA K20x","#DC143C"
312,66.25,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR, NVIDIA K20x","#DC143C"
313,66.25,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR, NVIDIA K20x","#DC143C"
322,510,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband","#DC143C"
323,668.9,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
324,668.9,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
325,668.9,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
326,668.9,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
327,956.07,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#DC143C"
329,204.9,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#DC143C"
330,204.9,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#008B8B"
331,184.37,"iDataPlex DX360M4, Xeon E5-2670 8C 2.6GHz, Infiniband FDR","#DC143C"
332,184.37,"iDataPlex DX360M4, Xeon E5-2670 8C 2.6GHz, Infiniband FDR","#DC143C"
333,184.37,"iDataPlex DX360M4, Xeon E5-2670 8C 2.6GHz, Infiniband FDR","#DC143C"
342,887.1,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","#DC143C"
343,887.1,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","#DC143C"
347,694,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","#DC143C"
348,694,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","#DC143C"
349,694,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","#DC143C"
350,694,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","#DC143C"
351,694,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","#DC143C"
352,694,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","#DC143C"
353,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
354,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
355,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
356,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
357,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
358,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
359,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
360,777.6,"xSeries x3650M4 Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Gigabit Ethernet","#DC143C"
361,223.8,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Infiniband FDR","#DC143C"
362,223.8,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Infiniband FDR","#DC143C"
