"rank","eff","conf","color"
1,1433,"eServer Blue Gene Solution","#6495ED"
4,448,"eServer Blue Gene Solution","#FF7F50"
5,403,"eServer Blue Gene Solution","#FF7F50"
6,1992,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
7,358,"eServer Blue Gene Solution","#FF7F50"
10,990,"Altix 4700 1.6 GHz","#00008B"
18,179,"eServer Blue Gene Solution","#FF7F50"
20,3200,"Earth-Simulator","#006400"
26,134,"eServer Blue Gene Solution","#FF7F50"
31,63,"Blue Gene/P Solution","#FF7F50"
32,501,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
33,501,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
35,192,"xSeries x3550 Cluster Xeon, 3 GHz, Infiniband","#FF7F50"
37,89,"eServer Blue Gene Solution","#FF7F50"
38,89,"eServer Blue Gene Solution","#FF7F50"
39,89,"eServer Blue Gene Solution","#FF7F50"
40,89,"eServer Blue Gene Solution","#FF7F50"
41,89,"eServer Blue Gene Solution","#FF7F50"
42,89,"eServer Blue Gene Solution","#FF7F50"
43,329,"BladeCenter HS21 Cluster, Xeon dual core, 2.33 GHz, GigEthernet","#FF7F50"
48,404,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
49,404,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
55,386,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
56,386,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
63,67,"eServer Blue Gene Solution","#FF7F50"
66,129,"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband","#FF7F50"
68,313,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
70,307,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet","#FF7F50"
77,313,"eServer pSeries 575, p5+ 1.9 GHz, Infiniband","#FF7F50"
78,276,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
86,545,"PACS-CS, low voltage Xeon 2.8 GHz,  3D Hyper-Crossbar","#8B0000"
92,44,"eServer Blue Gene Solution","#FF7F50"
93,44,"eServer Blue Gene Solution","#FF7F50"
94,44,"eServer Blue Gene Solution","#FF7F50"
95,44,"eServer Blue Gene Solution","#FF7F50"
96,44,"eServer Blue Gene Solution","#8FBC8F"
97,44,"eServer Blue Gene Solution","#FF7F50"
98,44,"eServer Blue Gene Solution","#FF7F50"
99,44,"eServer Blue Gene Solution","#FF7F50"
100,158,"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet","#FF7F50"
101,84,"spray cooled xSeries x3550 Cluster Xeon quad core, 2.333 GHz, GigEthernet","#FF7F50"
112,216,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
114,259,"BladeCenter LS20, Opteron 2.0 GHz Dual core, GigEthernet","#FF7F50"
116,412,"xSeries x3455 Cluster Opteron, 2.6 GHz, Infiniband","#FF7F50"
117,209,"xSeries x3455 Cluster Opteron, 2.6 GHz, Infiniband","#FF7F50"
159,137,"BladeCenter HS21 Cluster, Xeon dual core 2.66 GHz, GigEthernet","#FF7F50"
166,108,"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet","#FF7F50"
174,172,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet","#FF7F50"
175,172,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet","#FF7F50"
189,165,"BladeCenter LS20, Opteron 2.2 GHz Dual core, GigEthernet","#FF7F50"
194,167,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet, Windows OS","#FF7F50"
196,159,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
197,122,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
198,122,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
199,122,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
202,156,"eServer pSeries p5 575 1.9 GHz","#FF7F50"
220,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
221,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
222,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
223,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
224,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
225,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
226,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
227,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
228,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
229,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
230,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
231,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
232,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
233,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
234,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
235,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
236,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
237,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
238,118,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
241,116,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
242,116,"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet","#FF7F50"
