"rank","eff","conf","color"
31,1260,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR","#556B2F"
32,1605.12,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
33,510,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#006400"
34,1015.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
35,3090,"Cray XT5-HE Opteron Six Core 2.6 GHz","#6495ED"
37,2800,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","#9932CC"
38,410.9,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
40,1074,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR","#8B0000"
41,924.16,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR","#6495ED"
42,1155.07,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050","#FF7F50"
43,387.2,"Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","#E9967A"
44,789.66,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
45,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
46,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
47,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
48,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
49,269.94,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","#8B008B"
51,1386.91,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
52,1386.91,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
53,458.12,"Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20","#6495ED"
54,720,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
55,972,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","#6495ED"
56,2410.2,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#006400"
57,246.56,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
58,246.56,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
59,179.15,"Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000","#8FBC8F"
60,237,"Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m","#006400"
61,401,"Bullx DLC B710 Blades, Intel Xeon E5 v2 12C 2.700GHz, Infiniband FDR","#A9A9A9"
62,3780,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet","#006400"
63,540,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","#483D8B"
64,609.41,"Amazon EC2 Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, 10G Ethernet","#2F4F4F"
65,1040.18,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
66,4032,"Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090","#006400"
67,1260,"Blue Gene/P Solution","#DC143C"
68,2419.2,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#006400"
69,498.53,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14","#DC143C"
70,505.5,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#008B8B"
71,4343.73,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","#2F4F4F"
72,5674.8,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
73,407.29,"Xtream-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","#6495ED"
74,740,"Cray XC30, Xeon E5-2670 8C 2.600GHz, Aries interconnect ","#6495ED"
75,3244.8,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet, NVIDIA 2075","#006400"
76,215.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P","#DC143C"
77,1134,"Blue Gene/P Solution","#DC143C"
78,3628.8,"SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#006400"
79,519,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR","#006400"
80,866.82,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
82,537,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
83,209.95,"R2208GZ Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#00CED1"
84,222.7,"RSC Tornado, Xeon E5-2690 8C 2.900GHz, Infiniband FDR, Intel Xeon Phi SE10X","#9400D3"
85,1917.6,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#006400"
86,2942.1,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
87,164.38,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","#DC143C"
88,164.38,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
89,164.38,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","#DC143C"
90,4713.6,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
91,347.27,"iDataPlex DX360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR14","#DC143C"
92,4681.2,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
93,400.68,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
94,421.2,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
95,448,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
96,500,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#A9A9A9"
97,1382.4,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
98,421.2,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
99,386.56,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","#006400"
100,453.6,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
101,373.97,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
102,373.97,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
103,4323.6,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#006400"
104,2456.4,"SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR","#006400"
105,1267.2,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, NVIDIA 2090","#006400"
106,349.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
107,446.4,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#A9A9A9"
109,2759.4,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","#006400"
110,1711.6,"Cray XE6 12-core 2.1 GHz","#6495ED"
111,1711.6,"Cray XE6 12-core 2.1 GHz","#6495ED"
112,780,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect","#6495ED"
113,2445.3,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
114,2432.7,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
115,347.26,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
116,2364.3,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
117,416.78,"Supermicro Cluster, QC Opteron 2.1 GHz, ATI Radeon GPU, Infiniband","#FF1493"
118,2227.2,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#006400"
119,1592.48,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","#6495ED"
122,1726.32,"Cray XE6 12-core 2.2 GHz","#6495ED"
123,3168,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090","#006400"
124,2944.8,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","#006400"
125,2250,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
126,1401.6,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#006400"
127,294,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X","#00CED1"
128,2218.5,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet","#006400"
129,358.4,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
130,316,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR","#006400"
134,93,"Cray 3623G4-SM Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband QDR, NVIDIA K20x","#6495ED"
136,1549,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation","#A9A9A9"
137,1275,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition","#2F4F4F"
138,312,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#00FFFF"
139,129.4,"Cray XK7 , Opteron 6272 16C 2.100GHz, Cray Gemini interconnect, NVIDIA Tesla K20 Kepler","#6495ED"
140,319,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#006400"
142,388.8,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
143,388.8,"Appro Xtreme-X Supercomputer, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#6495ED"
148,1030,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband","#008B8B"
151,81.41,"Bull R421-E3 Cluster, Intel Xeon E5-2650v2 8C 2.600GHz, Infiniband FDR, NVIDIA K20x","#A9A9A9"
152,708.2,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom Interconnect","#696969"
156,365.5,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050","#696969"
159,236.8,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","#006400"
161,556.3,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","#FF1493"
167,226.8,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","#6495ED"
168,465.4,"Fujitsu PRIMERGY CX250 &amp; RX300, Xeon E5-2690 8C 2.900GHz, Infiniband FDR/QDR","#00FFFF"
169,1064,"SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband","#006400"
175,540.4,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR","#6495ED"
176,251.26,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
179,249.26,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
181,467,"Saxonid 6100, Opteron 6272 16C 2.100GHz, Infiniband QDR","#1E90FF"
184,245,"Bullx DLC B710 Blades, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","#A9A9A9"
190,255.2,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
191,132,"SGI Rackable C1104G-RP5, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi","#006400"
192,251.2,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
193,462.3,"Power 775, POWER7 8C 3.84 GHz, Custom","#DC143C"
194,462.3,"Power 775, POWER7 8C 3.84 GHz, Custom","#DC143C"
195,289,"NUDT YH MPP, Xeon X56xx (Westmere-EP) 2.93 GHz, Proprietary","#FF7F50"
204,217.2,"Inspur TS10000, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, K20M/Xeon Phi 5110P","#B22222"
209,243.69,"xSeries x3750 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR","#DC143C"
210,169,"NEC LX-2400, Intel Xeon E5-2660v2 10C 2.200GHz, Infiniband QDR","#228B22"
211,831,"BX900 Xeon X5570 2.93GHz , Infiniband QDR","#00FFFF"
212,285.38,"x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
214,504,"Blue Gene/P Solution","#DC143C"
216,82.19,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
217,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
218,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
219,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
220,82.19,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom","#DC143C"
221,82.19,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
222,82.19,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
226,205.72,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#8B008B"
227,252,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband","#006400"
234,975,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00008B"
239,390.07,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
240,227,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#696969"
241,203.52,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
242,203.52,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
247,177.84,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#DC143C"
257,510,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband","#DC143C"
258,956.07,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#DC143C"
270,689.4,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
271,489.75,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","#DC143C"
272,719,"SGI ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband","#006400"
275,228.28,"xSeries x3650 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#DC143C"
280,774,"SGI ICE 8200 Enh. LX, Xeon X5560 2.8Ghz","#006400"
281,342.3,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect","#6495ED"
283,170.16,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
286,181.31,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
287,181.31,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
288,181.31,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
292,213.82,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband","#DC143C"
293,213.82,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband","#DC143C"
295,573.3,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
302,649.57,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
303,430,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR","#696969"
308,645.74,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet","#DC143C"
310,151.84,"BladeCenter HS23 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#DC143C"
311,44,"LX 1U-4GPU/104Re-1G  Cluster, Intel Xeon E5-2620v2 6C 2.100GHz, Infiniband FDR, NVIDIA K20x","#B22222"
316,159.53,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
317,159.53,"iDataPlex DX360M3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#DC143C"
321,627.35,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
322,627.35,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
323,627.35,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
324,627.35,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
326,1141.45,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
327,1141.45,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
328,54.6,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","#008B8B"
331,782,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#DC143C"
332,782,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#DC143C"
333,617.01,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
334,617.01,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
335,617.01,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
336,53.62,"iDataPlex DX360M4, Intel Xeon E5-2650v2  8C 2.600GHz, Infiniband FDR14, NVIDIA K20x","#DC143C"
339,608.59,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
340,608.59,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
341,608.59,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
342,608.59,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
343,608.59,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
344,608.59,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
345,608.59,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
347,770.5,"xSeries x3550M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#DC143C"
349,160,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070","#DC143C"
352,600,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
353,154.88,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#DC143C"
354,162.87,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Infiniband, NVIDIA 2090","#DC143C"
358,114.5,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR","#006400"
359,153.88,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","#DC143C"
360,153.88,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","#DC143C"
361,153.88,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband","#DC143C"
363,208.42,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband","#DC143C"
364,172.77,"iDataPlex DX360M4, Xeon E5-2690 8C 2.900GHz, Infiniband FDR","#008B8B"
365,191.36,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband","#DC143C"
367,512.48,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
370,583.31,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
371,583.31,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
372,583.31,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
373,182,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#A9A9A9"
374,182,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#A9A9A9"
375,337,"iDataPlex DX360M3, Xeon 2.66, Infiniband","#DC143C"
376,149.56,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14","#DC143C"
377,576.03,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
378,210.35,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#6495ED"
383,570.29,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet","#DC143C"
388,747.4,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#DC143C"
389,786,"Cluster Platform 3000 BL460c, Xeon X5365 4C 3.000GHz, Infiniband DDR","#006400"
390,127.9,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#DC143C"
391,127.9,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#DC143C"
392,127.9,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#DC143C"
393,400.5,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR","#DC143C"
395,288.94,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
397,740.2,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.53 GHz, Gigabit Ethernet","#DC143C"
398,252.7,"Supermicro H8QG6, Opteron 6238 12C 2.600GHz, Infiniband QDR","#ADFF2F"
399,1139,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband","#6495ED"
400,74,"Supercmicro F627G3-F Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Intel Truscale, Intel Xeon Phi 7120P","#008000"
402,707.25,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet","#DC143C"
406,179.71,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband","#DC143C"
407,179.71,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband","#DC143C"
412,139.59,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
413,139.1,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14","#DC143C"
