"rank","eff","conf","color"
34,1116,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz/E5-2695V4 18C  2.1Ghz, Infiniband FDR","#BDB76B"
35,1382.4,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx 32C 2.2GHz, Tofu interconnect 2","#00008B"
36,3422.67,"iDataPlex DX360M4, Xeon E5-2680 8C 2.70GHz, Infiniband FDR","#8B008B"
37,1480.83,"NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14","#556B2F"
38,1347.84,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ","#DC143C"
39,1347.84,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ","#DC143C"
40,927.86,"Cluster Platform SL390s G7, Xeon X5670 6C 2.93GHz, Infiniband QDR, NVIDIA K20x","#FF8C00"
41,13620,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#9932CC"
42,13620,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
43,4040,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050","#6495ED"
44,1384,"Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#8B0000"
45,1465.78,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ","#DC143C"
46,1359.38,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
47,1359.38,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
48,1244.16,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","#00008B"
49,1134,"Dell PowerEdge R630, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR","#A9A9A9"
50,830.4,"bullx DLC 720, Xeon E5-2698v4 20C 2.2GHz, Infiniband FDR","#A9A9A9"
51,830.2,"bullx DLC 720, Xeon E5-2698v4 20C 2.2GHz, Infiniband FDR","#A9A9A9"
52,1079,"T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR, Nvidia K40m","#E9967A"
53,997,"Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P","#6495ED"
54,3012,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
55,1042,"bullx DLC 720, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR","#A9A9A9"
56,821.88,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#00FFFF"
57,1360.8,"Lenovo NeXtScale nx360M5, Xeon E5-2697v4 18C 2.3GHz, Omni-Path","#008B8B"
58,2880,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
59,807.6,"HP Apollo 8000, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K40","#B8860B"
60,3747.07,"Cray XC30, Intel Xeon E5-2695v2 12C 2.4GHz, Aries interconnect ","#DC143C"
61,3306.24,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ","#DC143C"
62,956.25,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
63,956.25,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
64,934.8,"bullx  DLC, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","#A9A9A9"
65,3575.63,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#00FFFF"
66,603.4,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
67,4806,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Intel Xeon Phi 7120P","#B8860B"
68,657,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#00FFFF"
69,828.55,"T-Platforms V-Class, Xeon E5-2680v3 12C 2.5GHz, Infiniband EDR/ParTec ParaStation ClusterSuite, NVIDIA Tesla K80/K40","#8FBC8F"
70,1606,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#B8860B"
71,519,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ","#DC143C"
72,785.62,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ","#DC143C"
73,543,"bullx DLC 720, Xeon E5-2695v4 18C 2.1GHz, Infiniband FDR","#A9A9A9"
74,2132,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#A9A9A9"
75,539,"bullx DLC 720, Xeon E5-2680v4 14C 2.4GHz, Infiniband EDR","#A9A9A9"
76,2323.71,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","#DC143C"
77,2323.71,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","#DC143C"
78,1260,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR","#8B008B"
79,2580,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050","#483D8B"
80,1436.72,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
81,680,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
82,2200,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#A9A9A9"
83,472,"bullx DLC 720, Xeon E5-2698v4 20C 2.2GHz, Infiniband FDR","#A9A9A9"
84,480,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
85,480,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
86,580.9,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
87,5569,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect","#DC143C"
88,2437.5,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet","#008B8B"
89,485.7,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
90,485.7,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
91,3980,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom","#DC143C"
92,3564,"Dell C4130, Xeon E5-2630v3 8C 2.4GHz, Infiniband FDR, NVIDIA Tesla K80","#A9A9A9"
93,2625,"Lenovo ThinkServer RD650, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#008B8B"
94,2625,"Lenovo ThinkServer RD650, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#008B8B"
95,697.5,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
96,438.54,"SGI ICE X, Xeon E5-2680v4 14C 2.4GHz, Infiniband FDR","#B8860B"
97,706,"Bullx DLC B710/B720 Blades, Xeon E5-2695 v2 2.4GHz E5-2690v3 2.6GHz, Infiniband FDR","#A9A9A9"
99,493.12,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#00FFFF"
100,493.12,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#00FFFF"
102,500,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x","#A9A9A9"
103,4590,"Bull bullx super-node S6010/S6030","#A9A9A9"
104,1176.8,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","#00008B"
105,3750,"Lenovo ThinkServer RD650, Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#008B8B"
107,582,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#A9A9A9"
108,19431.3,"HA8000-tc HT210/PRIMERGY CX400 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, NVIDIA K20/K20x, Xeon Phi 5110P","#2F4F4F"
109,586.88,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
110,549.6,"Huawei E9000 Blade Server, Xeon E5-2697v3 14C 2.6GHz, 56G Infiniband FDR","#2F4F4F"
111,3375,"Lenovo ThinkServer RD650, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet","#008B8B"
114,864,"HP ProLiant XL230a Gen9/Huawei RH1288/SOLAR 820 S5, Xeon E5-2670v3 12C 2.3GHz, Infiniband","#00CED1"
115,1159.2,"PRIMERGY CX2550 M1 LC &amp; CX2570 M1 LC, Xeon E5-2690v3 12C 2.6GHz, Infiniband EDR","#00008B"
116,149.99,"ZettaScaler-1.6, Xeon E5-2618Lv3  8C 2.3GHz, Infiniband FDR, PEZY-SCnp","#9400D3"
117,2008.8,"Rackable Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#B8860B"
118,877.5,"Cray XC40, Intel Xeon E5-2695v2/E5-2680v3 12C 2.4/2.5GHz, Aries interconnect ","#DC143C"
119,518.4,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","#00008B"
120,518.4,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","#00008B"
121,1605.12,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00008B"
122,510,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#B8860B"
123,855.1,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#B8860B"
124,1571.14,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ","#DC143C"
125,3375,"Lenovo ThinkServer RD650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet","#008B8B"
126,3375,"Lenovo ThinkServer RD650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet","#008B8B"
127,1394.4,"Cluster Platform HP DL360 Gen9, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet","#B8860B"
128,420.87,"Intel Cluster, Xeon E5-2680v4 14C 2.4GHz, Intel Omni-Path","#A9A9A9"
129,1015.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
130,1590,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
131,585.36,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
132,2800,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","#8B0000"
133,607.5,"Cray XC40, Xeon E5-2680v3 12C 2.5GHz, Aries interconnect ","#DC143C"
134,410.9,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#00FFFF"
137,930,"FusionServer XH620 V3 Cluster, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet","#2F4F4F"
140,399,"Cray XC40, E5-2680v3 12C 2.5Ghz/Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ","#DC143C"
141,399,"Cray XC40, Intel Xeon E5-2680v3 12C 2.5Ghz/Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ","#DC143C"
142,1840,"Cluster Platform DL360, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet","#B8860B"
143,756,"Sugon TC6000, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#8FBC8F"
144,515.46,"Intel S7200AP Cluster, Intel Xeon Phi 7250 68C 1.4GHz, Intel Omni-Path","#FF1493"
148,1533.6,"Cluster Platform 3000 BL460c, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
150,787.5,"Cray XC40, Intel Xeon E5-2695v2 12C 2.4GHz/E5-2680v3 12C 2.5GHz, Aries interconnect ","#DC143C"
151,881.25,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet","#008B8B"
152,996,"Lenovo x3950, Xeon E7-8860v3  16C 2.2GHz, 10G Ethernet","#008B8B"
154,707,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR","#B8860B"
155,1123.5,"HP SL250s Gen8/Lenovo NX360M5, Dell C4130, Xeon E5-2665 8C 2.4GHz/E5-2670v2, Infiniband FDR, Nvidia K20m/K40/K20","#B8860B"
157,568.5,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#DC143C"
158,1074,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR","#FF7F50"
161,540,"PowerEdge C6320, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","#A9A9A9"
162,190,"Cray CS-Storm, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K80","#DC143C"
163,255.3,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K40","#B8860B"
164,924.16,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR","#DC143C"
165,1155.07,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050","#6495ED"
166,435,"Lenovo NeXtScale nx360M5, Xeon E5-2660v3 10C 2.6GHz, Infiniband EDR/FDR","#008B8B"
167,684.5,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#B8860B"
168,320,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
169,321,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#FF8C00"
170,387.2,"Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","#696969"
171,2625,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#008B8B"
172,2625,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#008B8B"
173,2625,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#008B8B"
174,1000,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet","#B8860B"
175,672,"Sugon TC6000, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#8FBC8F"
177,365.8,"Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","#DC143C"
178,588,"Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet","#8FBC8F"
179,405,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
180,384,"PowerEdge C6320, Xeon E5-2698v3 16C 2.3GHz, Infiniband","#A9A9A9"
181,540,"Sugon Cluster TC4600E, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#8FBC8F"
182,576,"Sugon TC6000, Xeon E5-2690v4 14C 2.6GHz, 10G Ethernet","#8FBC8F"
183,400,"HC2000 Cluster, Xeon E5-2620v3 6C 2.4GHz, Infiniband FDR, NVIDIA Tesla K40","#8FBC8F"
184,225,"Inspur TS10000 HPC Server, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet, NVIDIA Tesla K40","#696969"
193,789.66,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
194,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#00FFFF"
195,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#00FFFF"
196,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#00FFFF"
197,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#00FFFF"
198,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#00FFFF"
200,269.94,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","#8B008B"
201,296,"Huawei XH321 V3/XH620 V3 Cluster, Xeon E5-2680v4 14C 2.4GHz, Infiniband FDR","#2F4F4F"
202,323.5,"Dell PowerEdge C6320/R730, Xeon E5-2680v4 14C 2.4GHz, Infiniband EDR","#A9A9A9"
203,775.04,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
204,775.04,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
205,353,"Actina Solar 820 S6, Xeon E5-2670v3/E5-2697v3 14C/12C 2.6/2.3GHz, Infiniband FDR","#1E90FF"
207,285,"Atipa HPC Linux Cluster, Xeon E5-2683 v4  16C 2.1GHz, Infiniband FDR","#9932CC"
208,285,"Atipa HPC Linux Cluster, Xeon E5-2683 v4  16C 2.1GHz, Infiniband FDR","#9932CC"
209,3750,"Lenovo ThinkServer RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","#008B8B"
210,1128,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
212,2825.55,"IBM NeXtScale nx360M4, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR, Intel Xeon Phi 7120P","#BDB76B"
213,1234.9,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
214,672,"Lenovo x240 M5, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","#008B8B"
215,552,"CH121 V3 Cluster, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#2F4F4F"
216,411,"Sugon TC4600, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR/NVIDIA K40","#8FBC8F"
220,880,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet","#B8860B"
221,880,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet","#B8860B"
223,2250,"Lenovo RD940, Xeon E7-4850V2 12C 2.3GHz, 10G Ethernet","#008B8B"
224,990,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet","#8FBC8F"
226,320,"RSC Tornado, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#B22222"
227,1192.5,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
228,325,"Sugon TC4600LP, Xeon E5-2680v4 14C 2.4GHz, Infiniband EDR","#8FBC8F"
229,1091.8,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
230,3840,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","#B8860B"
231,327.2,"FusionServer CH140 V3 Cluster, Xeon E5-2680 v4/E5-2680v3 12C 2.5GHz, Infiniband FDR","#2F4F4F"
232,237,"Cluster Platform SL250s Gen8/Lenovo nx360M5 , Xeon E5-2665 8C 2.4GHz, Infiniband FDR, Nvidia K20m/K40m","#B8860B"
234,264,"CH121 V3 Cluster, Xeon E5-2690v4 14C 2.6GHz, Infiniband EDR","#2F4F4F"
235,165,"Inspur TS10000 HPC Server, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K40","#696969"
237,471,"FusionServer XH620 V3 Cluster, Xeon E5-2650v3 10C 2.3GHz, 100G Ethernet","#2F4F4F"
238,251.2,"SGI ICE XA, Xeon E5-2690v4 14C 2.6GHz, Infiniband EDR","#B8860B"
239,162,"Inspur TS10000, Xeon E5-2650v3 10C 2.3GHz, Infiniband FDR, NVIDIA Tesla K40","#696969"
240,162,"Inspur TS10000, Xeon E5-2650v3 10C 2.3GHz, Infiniband FDR, NVIDIA Tesla K40","#696969"
242,896,"FatTwin SuperServer, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","#228B22"
244,458.12,"Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20","#DC143C"
245,166,"Inspur TS10000, Xeon E5-2620v3 6C 2.4GHz, 40G Ethernet, NVIDIA Tesla K40","#696969"
246,450,"Oil blade server, Intel Xeon E5-2650v2  8C 2.6GHz, Intel TrueScale Infiniband","#FF00FF"
247,280,"HC2000 Cluster, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet, NVIDIA Tesla K40/K80","#8FBC8F"
248,783.2,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet","#B8860B"
249,783.2,"Cluster Platform DL380, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet","#B8860B"
252,576,"Cluster Platform DL380, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#B8860B"
253,720,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#B8860B"
254,159,"Inspur TS10000, Xeon E5-2620v3 6C 2.4GHz, 40G Ethernet, NVIDIA Tesla K40","#696969"
255,2550,"Lenovo RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","#008B8B"
256,780,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","#8FBC8F"
257,1179.75,"Lenovo RD450, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet","#008B8B"
258,900,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","#8FBC8F"
259,892.5,"Lenovo RD450, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet","#008B8B"
260,972,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","#DC143C"
261,552,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet","#008B8B"
262,3645,"Lenovo NeXtScale nx360M5, Intel Xeon E5-2660v2 10C 2.2GHz, 10G Ethernet","#008B8B"
263,720,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","#8FBC8F"
264,319.87,"Cray XC30, Intel Xeon E5-2680v2  10C 2.8GHz, Aries interconnect , NVIDIA K20x","#DC143C"
265,241.9,"MEGWARE MiriQuid, Xeon E5-2630v4 10C 2.2GHz, Intel Omni-Path","#DCDCDC"
266,1256.25,"Lenovo RD450, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet","#008B8B"
267,882,"Huawei  Cluster RH2288H V2, Intel Xeon E5-2650v2  8C 2.6GHz, Gigabit Ethernet","#2F4F4F"
268,370,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 7120P","#A9A9A9"
269,380,"Inspur TS10000 HPC Server, Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#696969"
270,375,"FusionServer XH620 V3 Cluster, Xeon E5-2650v3 10C 2.3GHz, Infiniband FDR","#2F4F4F"
271,540,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet","#8FBC8F"
272,168,"Sugon W580-G20, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet, NVIDIA Tesla K80","#8FBC8F"
273,3510,"Lenovo NeXtScale nx360M5, Intel Xeon E5-2660v2 10C 2.2GHz, 10G Ethernet","#008B8B"
275,1224,"Rackable Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#B8860B"
276,1224,"Rackable Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#B8860B"
277,255,"NEC HPC1816Rg, Xeon E5-2680v4 14C 2.4GHz, Infiniband EDR","#DAA520"
278,3362.4,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","#B8860B"
279,2410.2,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#B8860B"
