"rank","eff","conf","color"
462,283.19,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
463,283.19,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
464,572,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
467,408.21,"xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet","#A9A9A9"
469,248.44,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, GigE","#A9A9A9"
470,281.74,"xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
471,281.74,"xSeries x3550M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
477,152,"Sun Blade X6440, Opteron 2.5 Ghz, Infiniband QDR","#8B008B"
478,562,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
479,562,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
480,292.61,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
481,292.61,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
482,292.61,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
483,125.37,"Power 775, POWER7 8C 3.84 GHz, Custom","#A9A9A9"
490,182,"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, Infiniband","#A9A9A9"
492,286.32,"BladeCenter HS22 Cluster, Xeon QC E5xx 2.53 GHz, GigEthernet","#A9A9A9"
494,393,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
495,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
496,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
497,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
498,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
