"rank","eff","conf","color"
27,1465.78,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ","#6495ED"
28,1359.38,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
29,1359.38,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
30,1244.16,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","#00FFFF"
31,1134,"Dell PowerEdge R630, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR","#00008B"
32,2118,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
33,997,"Tianhe-2 LvLiang, Intel Xeon E5-2692v2 12C 2.2GHz, TH Express-2, Intel Xeon Phi 31S1P","#FF7F50"
34,3012,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
36,821.88,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
37,2880,"Cluster Platform 3000 BL460c Gen9, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
38,807.6,"HP Apollo 8000, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K40","#008B8B"
39,3747.07,"Cray XC30, Intel Xeon E5-2695v2 12C 2.4GHz, Aries interconnect ","#6495ED"
40,3306.24,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ","#6495ED"
41,956.25,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
42,956.25,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
43,934.8,"bullx  DLC, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","#556B2F"
44,3575.63,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect","#DC143C"
47,4806,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Intel Xeon Phi 7120P","#008B8B"
48,657,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
49,828.55,"T-Platforms V-Class, Xeon E5-2680v3 12C 2.5GHz, Infiniband EDR/ParTec ParaStation ClusterSuite, NVIDIA Tesla K80/K40","#FF8C00"
50,1606,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
51,785.62,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ","#6495ED"
52,2132,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#8B008B"
53,2323.71,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","#6495ED"
54,2323.71,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect , Intel Xeon Phi 5120D","#6495ED"
55,1260,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR","#A9A9A9"
56,2580,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050","#9932CC"
57,1436.72,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
58,680,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
59,2200,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","#8B008B"
61,580.9,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
62,5569,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect","#6495ED"
64,3980,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom","#6495ED"
65,2625,"Lenovo ThinkServer RD650, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#8B0000"
66,2625,"Lenovo ThinkServer RD650, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#9932CC"
67,697.5,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
68,706,"Bullx DLC B710/B720 Blades, Xeon E5-2695 v2 2.4GHz E5-2690v3 2.6GHz, Infiniband FDR","#8B008B"
69,493.12,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
70,493.12,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
71,2910,"Cray XE6, Opteron 6172 12C 2.10GHz, Custom","#6495ED"
72,500,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x","#00008B"
73,4590,"Bull bullx super-node S6010/S6030","#8B008B"
74,1176.8,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","#00FFFF"
75,3750,"Lenovo ThinkServer RD650, Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#9932CC"
76,582,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#8B008B"
77,19431.3,"HA8000-tc HT210/PRIMERGY CX400 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, NVIDIA K20/K20x, Xeon Phi 5110P","#E9967A"
78,586.88,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
79,549.6,"Huawei E9000 Blade Server, Xeon E5-2697v3 14C 2.6GHz, 56G Infiniband FDR","#8FBC8F"
80,3375,"Lenovo ThinkServer RD650, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet","#9932CC"
81,2008.8,"Rackable Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#008B8B"
82,877.5,"Cray XC40, Intel Xeon E5-2695v2/E5-2680v3 12C 2.4/2.5GHz, Aries interconnect ","#6495ED"
83,518.4,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","#00FFFF"
84,518.4,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","#00FFFF"
85,1605.12,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#00FFFF"
86,510,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","#008B8B"
87,855.1,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#008B8B"
88,1571.14,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ","#6495ED"
89,3375,"Lenovo ThinkServer RD650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet","#9932CC"
90,3375,"Lenovo ThinkServer RD650, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet","#9932CC"
92,1015.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
93,1590,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
94,2800,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","#BDB76B"
95,607.5,"Cray XC40, Xeon E5-2680v3 12C 2.5GHz, Aries interconnect ","#6495ED"
96,410.9,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
98,1533.6,"Cluster Platform 3000 BL460c, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
99,787.5,"Cray XC40, Intel Xeon E5-2695v2 12C 2.4GHz/E5-2680v3 12C 2.5GHz, Aries interconnect ","#6495ED"
100,707,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR","#008B8B"
101,568.5,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ","#6495ED"
102,1074,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR","#483D8B"
103,190,"Cray CS-Storm, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K80","#6495ED"
104,255.3,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K40","#008B8B"
105,924.16,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR","#6495ED"
106,1155.07,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050","#FF7F50"
107,684.5,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","#008B8B"
108,387.2,"Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","#2F4F4F"
109,2625,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#9932CC"
110,2625,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#9932CC"
111,2625,"Lenovo ThinkServer RD650, Intel Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#9932CC"
112,365.8,"Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","#6495ED"
113,405,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
114,384,"PowerEdge C6320, Xeon E5-2698v3 16C 2.3GHz, Infiniband","#00008B"
115,540,"Sugon Cluster TC4600E, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#FF8C00"
116,225,"Inspur TS10000 HPC Server, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet, NVIDIA Tesla K40","#2F4F4F"
118,789.66,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
119,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
120,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
121,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
122,328.75,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
123,328.75,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
124,269.94,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband, NVIDIA K20x","#A9A9A9"
125,775.04,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
126,775.04,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#DC143C"
127,353,"Actina Solar 820 S6, Xeon E5-2670v3/E5-2697v3 14C/12C 2.6/2.3GHz, Infiniband FDR","#00CED1"
128,3750,"Lenovo ThinkServer RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","#9932CC"
129,2825.55,"IBM NeXtScale nx360M4, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR, Intel Xeon Phi 7120P","#B8860B"
130,990,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet","#FF8C00"
131,320,"RSC Tornado, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#9400D3"
132,1091.8,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
133,3840,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","#008B8B"
134,165,"Inspur TS10000 HPC Server, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K40","#2F4F4F"
136,458.12,"Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20","#6495ED"
137,450,"Oil blade server, Intel Xeon E5-2650v2  8C 2.6GHz, Intel TrueScale Infiniband","#696969"
139,720,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
140,900,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","#FF8C00"
141,972,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect","#6495ED"
142,3645,"Lenovo NeXtScale nx360M5, Intel Xeon E5-2660v2 10C 2.2GHz, 10G Ethernet","#9932CC"
143,720,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","#FF8C00"
144,319.87,"Cray XC30, Intel Xeon E5-2680v2  10C 2.8GHz, Aries interconnect , NVIDIA K20x","#6495ED"
145,882,"Huawei  Cluster RH2288H V2, Intel Xeon E5-2650v2  8C 2.6GHz, Gigabit Ethernet","#E9967A"
146,370,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 7120P","#00008B"
147,237,"Cluster Platform SL250s Gen8/Lenovo nx360M5 , Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m/K40m","#008B8B"
148,380,"Inspur TS10000 HPC Server, Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#2F4F4F"
149,540,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet","#FF8C00"
150,3510,"Lenovo NeXtScale nx360M5, Intel Xeon E5-2660v2 10C 2.2GHz, 10G Ethernet","#9932CC"
151,1224,"Rackable Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#008B8B"
152,1224,"Rackable Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#008B8B"
153,3362.4,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","#008B8B"
154,2410.2,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#008B8B"
155,246.56,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","#DC143C"
156,246.56,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","#DC143C"
157,3375,"Lenovo NeXtScale nx360M5, Intel Xeon E5-2660v2 10C 2.2GHz, 10G Ethernet","#9932CC"
158,3375,"Lenovo NeXtScale nx360M5, Intel Xeon E5-2660v2 10C 2.2GHz, 10G Ethernet","#9932CC"
159,3375,"Lenovo NeXtScale nx360M5, Intel Xeon E5-2660v2 10C 2.2GHz, 10G Ethernet","#9932CC"
160,675,"Cray CS300-LC, Xeon E5-2670 8C 2.6GHz, Intel Truscale","#6495ED"
161,179.15,"Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000","#696969"
163,500,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet","#FF8C00"
164,756,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","#FF8C00"
165,498.46,"HP Apollo 6000 Xl230/250 , Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, NVIDIA Tesla K40m","#008B8B"
166,1363.2,"HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#008B8B"
167,600,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","#FF8C00"
168,1081.02,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect , Intel Xeon Phi 5120D","#6495ED"
169,226,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
170,373.75,"IBM NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR","#DC143C"
171,750,"Dell PowerEdge R730, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR14, NVIDIA Tesla K80","#00008B"
172,180,"Sugon Cluster W580I, Xeon E5-2640v3 8C 2.6GHz, Infiniband FDR, NVIDIA Tesla K20","#FF8C00"
173,3780,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet","#008B8B"
174,730,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","#FF8C00"
175,540,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","#B22222"
176,800.3,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
177,2001.6,"Cluster Platform SL230s Gen8, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#008B8B"
178,260,"Inspur TS10000 HPC Server, Xeon E5-2698v3 16C 2.3GHz, 10G Ethernet","#2F4F4F"
179,609.41,"Amazon EC2 Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, 10G Ethernet","#228B22"
181,2496,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","#008B8B"
182,1153.49,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect , Xeon Phi 5120D/Nvidia K40","#6495ED"
183,339.2,"HP Apollo 6000 Xl230/250 , Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","#008B8B"
184,870,"Sugon TC6000, Opteron 6344 12C 2.6GHz, Gigabit Ethernet","#FF8C00"
185,316,"Inspur TS10000 HPC Server, Xeon E5-2650v3 10C 2GHz, 10G Ethernet","#2F4F4F"
187,1060,"Apollo 6000 XL230a, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet","#008B8B"
188,540,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","#FF8C00"
189,391,"Bullx DLC B710 Blades, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#8B008B"
190,1750,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, Gigabit Ethernet","#FF8C00"
191,225.5,"SGI ICE XA, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","#008B8B"
192,244,"Inspur TS10000 HPC Server, Xeon E5-2698v3 16C 2.3GHz, 10G Ethernet","#2F4F4F"
194,193.4,"Cray CS300-LC, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 5110P","#6495ED"
195,4032,"Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090","#008B8B"
196,774.4,"HP DL380 Cluster, Xeon E5-2680v3 12C 2.5GHz, Gigabit Ethernet","#008B8B"
197,3375,"Lenovo ThinkServer RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","#9932CC"
198,3375,"Lenovo ThinkServer RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","#9932CC"
199,2419.2,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","#008B8B"
200,371.25,"Bullx B710, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR, Nvidia K40","#8B008B"
201,670,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","#FF8C00"
202,670,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","#FF8C00"
203,1500,"Sugon TC6000, Intel Xeon E5-2609V2 4C 2.5GHz, Gigabit Ethernet","#FF8C00"
204,1500,"Sugon TC6000, Intel Xeon E5-2609V2 4C 2.5GHz, Gigabit Ethernet","#FF8C00"
205,498.53,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR14","#DC143C"
206,797.65,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR","#008B8B"
207,300,"Sugon TC6000, Xeon E7-4830V2 10C 2.2GHz, 10G Ethernet","#FF8C00"
208,505.5,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#B8860B"
209,544,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR","#DC143C"
210,544,"IBM Flex System p460, POWER7  8C 3.550GHz, Infiniband QDR","#DC143C"
211,4343.73,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","#FF00FF"
212,530,"Sugon TC6000, Intel Xeon E5-2640v2 8C 2GHz, 10G Ethernet","#FF8C00"
213,1200,"Sugon TC6000, Intel Xeon E5-2609V2 4C 2.5GHz, Gigabit Ethernet","#FF8C00"
214,205,"bullx DLC 720, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR","#8B008B"
215,5674.8,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","#008B8B"
216,1200,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, Gigabit Ethernet","#FF8C00"
217,334,"Supermicro TwinBlade SBI-7227R/Bull DLC B720, Intel Xeon E5-2680v2/E5-2650 v3  10C 2.8GHz, Infiniband QDR/FDR","#8B008B"
218,990,"Sugon TC6000, Xeon E7-4830V2 10C 2.2GHz, Gigabit Ethernet","#FF8C00"
219,407.29,"Xtreme-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","#6495ED"
220,540,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","#FF8C00"
221,329.2,"Cluster Platform SL230s Gen8, Xeon E5-2667v3 8C 3.2GHz, Gigabit Ethernet","#008B8B"
222,2835,"Cluster Platform DL360p Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","#008B8B"
223,3244.8,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet, NVIDIA 2075","#008B8B"
224,540,"Sugon TC6000, Xeon E5-2420v2 6C 2.2GHz, 10G Ethernet","#FF8C00"
225,215.6,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, Intel Xeon Phi 5110P","#DC143C"
226,3168,"EXXACT TXR410-768R Cluster, Intel Xeon E5-2620v2 6C 2.1GHz, Infiniband FDR, Nvidia Titan Black","#DCDCDC"
227,110,"Inspur TS10000 HPC Server, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K40","#2F4F4F"
228,110,"Inspur TS10000 HPC Server, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K40","#2F4F4F"
229,110,"Inspur TS10000 HPC Server, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K40","#2F4F4F"
230,110,"Inspur TS10000 HPC Server, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K40","#2F4F4F"
231,3628.8,"SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR","#008B8B"
232,1750,"Sugon TC6000, Intel Xeon E5-2620v2 6C 2.1GHz, Gigabit Ethernet","#FF8C00"
233,520,"Sugon TC5000, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","#FF8C00"
234,2625,"Lenovo ThinkServer RD650, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet","#9932CC"
235,834.75,"Apollo 6000 XL230a, Xeon E5-2683v3 14C 2GHz, Infiniband FDR","#008B8B"
236,1440,"Cluster Platform 3000 BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, 10G Ethernet","#008B8B"
237,519,"Cluster Platform SL230s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR","#008B8B"
238,726,"Cluster Platform DL60, Xeon E5-2660v3 10C 2.6GHz, Infiniband FDR","#008B8B"
239,282,"TC4600H/W580I, Xeon E5-2680v3 12C 2.5GHz/ E5-2680v2, FDR, Intel Xeon Phi 5110P/NVIDIA Tesla K20","#FF8C00"
240,750,"Sugon TC6000, Opteron 6344 12C 2.6GHz, Gigabit Ethernet","#FF8C00"
241,2580,"SGI ICE X, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR","#008B8B"
242,3456.82,"Cray CS-Storm, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR, NVIDIA Tesla K80","#6495ED"
243,1350,"Sugon TC6000, Intel Xeon E5-2609V2 4C 2.5GHz, Gigabit Ethernet","#FF8C00"
244,1056,"HP POD - Cluster Platform BL460c, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR","#008B8B"
245,537,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","#008B8B"
246,190,"Sugon TC6000, Intel Xeon E5-2630v2 6C 2.6GHz, Gigabit Ethernet","#FF8C00"
247,413.62,"Cray XC40, Intel Xeon E5-2670v2  10C 2.5GHz/E5-2680v3 12C 2.5Ghz, Aries interconnect ","#6495ED"
248,413.62,"Cray XC40, Intel Xeon E5-2670v2  10C 2.5GHz/E5-2680v3 12C 2.5Ghz, Aries interconnect ","#6495ED"
